KRS1222;Kreisname;fl_suv;fl_landw;fl_wald;bev_binw;bev_ausw;ko_kasskred;bev_u18;bev_18_65;bev_ue65;bev_ausl;mitgl_sportv;ew_sportv;preis_miet;wohn_eigen;wohn_leer;wohn_EZFH;wohn_MFH;heiz_wohn_best;heiz_wohn;bquali_unifh;bquali_mabschl;bquali_oabschl;erw_wachs;erw_mini;erw_minineben;alq;schulden;sozsich;auto;v_harzt;v_karzt;schule_oabschl;kbetr_u3;kbetr_ue3;kbetr_ue6;kinder_bg;straft;einbr
15091000;Wittenberg;8,96;47,59;39,73;57,31;112,28;786,73;14,65;55,5;29,85;5,39;14,53;146,91;5,50 bis unter 7,00;54,4;8,02;10,3;3;7,66;75,15;9;77,15;7,1;-0,08;6,93;3,23;6,79;8,96;7,9;614,1;63,8;46,3;10,77;62,64;92,55;71,24;12,31;6457,45;76,68
16051000;Erfurt, Stadt;31,65;55,45;9,38;-29,17;163,7;0;15,97;60,94;23,1;11,24;16,94;125,13;7,00 bis unter 8,50;21,9;4,45;3;12,1;2,77;18,46;21,01;62,15;9,15;0,34;6,24;3,91;6,06;9,19;8,81;456,4;64,9;82,8;8,31;52,84;97,08;12,05;14,76;11677,50;101,41
16052000;Gera, Stadt;29,02;50,54;19,14;97,29;247,13;0;15,07;54,76;30,17;11,16;15,9;114,27;5,50 bis unter 7,00;23,0;11,49;7,9;1,9;3,02;82,61;12,5;69,81;10,84;-0,52;5,47;3,15;9,07;11,02;11,67;484,7;68,6;101,2;13,79;54,3;90,47;12,39;19,95;11283,29;82,24
16053000;Jena, Stadt;31,46;31,21;36,04;-95,06;196,42;0;15,63;62,47;21,9;12,29;23,26;102,53;10,00 bis unter 11,50;20,6;3,09;2,9;6,7;2,43;21,7;36,19;53,13;7,55;1,24;7,74;3,1;5,62;4,7;6,63;404,9;66,6;84,9;5,33;63,37;101,15;14,3;9,24;7215,51;38,67
16054000;Suhl, Stadt;19,27;9,64;70,51;-1238,08;1642,03;0;12,89;54,66;32,45;13,28;22,27;205,36;5,50 bis unter 7,00;35,9;10,08;0;5,9;4,22;30;15,17;71,34;8,55;-1,15;6,49;3,86;6,07;8,74;7,21;532,4;60,8;75,4;11,42;46,05;92,14;11,17;9,57;16968,85;56,74
16055000;Weimar, Stadt;34,04;40,69;20,81;-38,71;188,66;0;16,46;59,59;23,95;11,22;17,94;91,44;8,50 bis unter 10,00;24,5;4,33;4,4;9,4;3,55;32,97;25,75;61,65;8,02;0,04;7,47;3,66;5,89;8,12;8,85;459,7;70,1;77,5;7,32;61,45;103,53;12,55;13,33;8712,28;41,15
16061000;Eichsfeld;10,77;55,79;32,22;8,99;126,68;30,52;17,5;57;25,5;5,27;23,68;196,82;5,50 bis unter 7,00;60,4;6,46;17,4;5,6;10,21;45,65;8,51;78,02;8,52;-0,09;7,87;4,84;4,22;5,04;4,54;629,1;67,7;46;6,48;56,84;95,24;13,22;6,44;5280,20;39,96
16062000;Nordhausen;12;53,94;31,43;-15,65;218,33;1,92;15,71;56,49;27,8;7,27;16,28;166,17;5,50 bis unter 7,00;47,1;7,77;7,3;2,4;7,85;61,25;11,11;74,47;8,89;-0,4;6,71;3,04;8,32;8,88;9,37;575,3;67,3;56,1;13,95;62,23;93,72;13,38;15,1;6605,70;53,37
16063000;Wartburgkreis;11,7;46,34;39,39;3,95;119,28;0;15,45;57,31;27,24;6,58;15,74;138,52;5,50 bis unter 7,00;52,9;8,23;10;5,7;9,79;58,09;10,63;75,79;8,74;-0,71;6,53;3,94;5,31;7,44;5,95;600,4;64,4;53,4;7,88;54,99;96,89;12,9;8,67;5110,35;30,09
16064000;Unstrut-Hainich-Kreis;10,05;67,18;20,29;63,17;124,69;6,46;16,68;56,71;26,61;5,86;13,53;160,38;5,50 bis unter 7,00;55,0;9,91;10,7;6;9,53;64,12;10,41;76,94;6,67;0;7,03;4,13;7,45;8,81;8,22;545;68,5;63,4;11,96;57,72;96,09;12,68;12,41;7358,00;78,24
16065000;Kyffhäuserkreis;9,54;64,19;24,45;37,18;186,32;0;15,05;56,19;28,76;5,2;14,68;214,41;5,50 bis unter 7,00;60,2;10,46;9,8;0;10,84;51,39;9,02;78,27;6,62;-1,11;7,63;3,27;8,66;10,39;9,61;602,8;62,4;32,8;11,5;52,84;95,09;12,43;14,34;6739,04;78,71
16066000;Schmalkalden-Meiningen;10,49;39,2;49,25;11,62;137,41;7,55;15,03;57,1;27,87;6,01;18,09;196,87;5,50 bis unter 7,00;60,1;7,95;9,4;15,6;12,48;62,15;10,32;74,02;8,24;-0,22;8,4;5,36;4,49;7,47;4,8;618,8;67,4;54,5;10,93;57,01;95,46;11,62;6,96;4987,94;24,21
16067000;Gotha;12,75;55,11;28,75;6,74;155,92;0,39;15,69;57,97;26,34;9,09;16,37;140,8;5,50 bis unter 7,00;49,3;5,81;6;7,4;7,58;45,3;10,2;74,06;9,74;0,17;6,18;4,22;5,52;9,08;6,41;570,4;63,9;48;9,56;56,13;95,23;11,89;9,99;5730,65;54,10
16068000;Sömmerda;9,78;79,05;8,62;54,85;164,26;5,73;16,46;57,28;26,26;5,44;17,52;173,74;5,50 bis unter 7,00;62,0;6,72;13,2;20,1;10,13;65,22;8,15;77,97;8,95;0,03;6,29;3,79;6,4;7,61;6,85;584,9;66,8;31,4;11,04;59,47;97,98;11,83;10,5;5273,81;33,02
16069000;Hildburghausen;8,99;42,44;47,54;8,07;75,41;13,24;15,26;58,14;26,59;5,01;15,82;167,94;7,00 bis unter 8,50;65,3;7,74;12,1;5;18,54;50;9,69;76,71;9,02;-1,03;8,05;5,76;4,14;6,98;4,05;638,6;63;37,8;10,64;58,86;95,88;11,97;6,22;4550,59;33,91
16070000;Ilm-Kreis;12,43;43,27;43,09;11,52;217,09;0;15,53;57,84;26,63;8,82;16,93;172,32;7,00 bis unter 8,50;45,9;6,83;9,4;10,9;8,83;37,04;16,75;69,41;8,03;-0,2;7;3,8;5,43;7,64;7,29;552,4;64,6;43,2;9,39;56,58;93,11;12,07;10,91;5622,05;24,35
16071000;Weimarer Land;11,99;68,76;17,58;38,71;154,25;3,52;17,51;56,94;25,55;6,28;15,23;158,69;7,00 bis unter 8,50;57,6;7,89;12,5;5,7;10,67;66,67;11,54;73,07;9,31;0,06;7,11;4,4;4,61;7,27;6,12;595,2;66,1;57,2;8,42;58,17;90,78;10,97;9,58;5450,90;117,82
16072000;Sonneberg;10,67;25,06;63,19;-15,11;197,81;0;13,93;56,83;29,24;8,3;15,03;158,11;5,50 bis unter 7,00;57,3;9,74;0;0;10,73;52,78;8,28;73,48;11,53;-1,01;6,85;4,95;5,1;7,12;4,99;616;71,6;45,7;12,53;54,66;94,95;11,91;8,55;6568,64;175,68
16073000;Saalfeld-Rudolstadt;10,29;33,09;54,95;48,38;126,61;7,44;14,57;55,14;30,3;4,76;16,36;151,73;5,50 bis unter 7,00;50,1;8,79;0;6,1;12,87;46,9;12,03;75,66;7,79;-1,05;7,07;4,14;6,13;6,94;6,3;593,4;68,7;56,6;9,62;59,64;95,65;13,42;10,46;5958,97;34,48
16074000;Saale-Holzland-Kreis;10,9;50,1;37,88;23,07;145,49;45,53;15,78;56,72;27,5;5,41;12,66;127,35;5,50 bis unter 7,00;55,7;6,77;7,9;5,4;13,01;45,05;11,97;73,7;7,72;-0,42;6,9;3,87;4,63;6,26;4,61;595,6;71,8;54,3;4,84;59,8;95,48;11,33;5,97;5816,13;43,25
16075000;Saale-Orla-Kreis;8,92;47,02;41,05;-3,92;126,3;21,07;15,27;56,31;28,42;5,16;16;166,71;5,50 bis unter 7,00;58,2;11,55;9;0;18,47;60,56;8,27;79,59;7,48;-1,11;6,77;4,45;5,56;6,33;5,64;638,5;66,6;29,7;7,15;58,48;98,66;13,44;8,26;6880,70;50,52
16076000;Greiz;12,8;58,18;26,79;35,07;119,32;0;14,88;54,14;30,98;4,28;16,59;181,57;bis unter 5,50;53,8;11,68;8,4;2;11,81;66;10,01;78,67;6,45;-0,49;7,05;3,63;5,38;6,29;5,3;626,9;62,8;58,9;10,37;58,76;91,09;15,49;7,87;5169,07;30,09
16077000;Altenburger Land;14,4;70,23;12,53;27,48;195,19;2,34;14,32;54,12;31,56;6,35;16,75;150,92;5,50 bis unter 7,00;41,0;14,99;9,2;2,1;7,66;56,44;10,23;75,31;8,24;-0,59;7,17;3,69;8,28;7,39;9,37;578,8;65,9;70,9;9,24;54,96;96,12;11,3;15,12;5479,41;66,45
